Title,Authors,Language,Categories,Average Rating,Maturity Rating,Publisher,Published Date,Page Count,Edition type,Translated,Top Selling
The Ultimate Kids' Stories Collection,Roger William Wade,English,Juvenile Fiction,2.0,Not mature,Routledge,1898,203,Audiobook,Yes ,Europe
Yes Minister & Yes Prime Minister - The Complete Audio Collection,Antony Jay,English,Juvenile Fiction,4.5,Not mature,Henry Holt ,2013,315,Audiobook,Yes ,Europe
India's Wars: A Military History (1947-1971),Arjun Subramaniam,English,Juvenile Fiction,3.0,Not mature,Author House,2014,288,Audiobook,Yes ,Central America
Make It Stick: The Science of Successful Learning,Peter C. Brown,English,Juvenile Fiction,3.5,Not mature,Penguin,1981,240,Audiobook,Yes ,North America
Women and the Weight Loss Tamasha,Rujuta Diwekar,English,Juvenile Fiction,2.5,Not mature,Penguin,1913,400,Audiobook,Yes ,Latin America
Moonflower Murders,Anthony Horowitz,English,Juvenile Fiction,4.0,Not mature,Oxford University,1989,296,Audiobook,Yes ,Europe
You Are Here,Gabrielle Bernstein,English,Juvenile Fiction,4.5,Not mature,Salem Pr Inc,1974,219,Audiobook,Yes ,Europe
The Everything Store,Brad Stone,English,Education,5.0,Not mature,BookCaps ,2008,704,Audiobook,Yes ,Europe
"Daughters of the Sun: Empresses, Queens and Begums of the Mughal Empire",Ira Mukhoty,English,Education,3.0,Not mature,Penguin,2008,362,Audiobook,No,Europe
Salman Rushdie: Audible Sessions: FREE Exclusive Interview,Salman Rushdie,English,Education,5.0,Not mature,Penguin,2002,400,Audiobook,Yes ,Europe
The Vault of Vishnu,Ashwin Sanghi,English,Education,3.0,Not mature,Penguin,1967,374,Audiobook,Yes ,Europe
Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,English,Juvenile Fiction,4.5,Not mature,Penguin,2006,406,Audiobook,Yes ,Europe
Turning Points: A Journey Through Challenges,A.P.J. Abdul Kalam,English,Medical,3.0,Not mature,Penguin,2011,356,Audiobook,No,Europe
One Hundred Years of Solitude,Gabriel García Márquez,English,Biography,5.0,Not mature,Penguin,1955,623,Audiobook,Yes ,Europe
A Course in Meditation: A 21-Day Workout for Your Consciousness,Osho,English,Business & Economics,2.0,Not mature,Penguin,1955,687,Audiobook,No,Central America
Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,English,Business & Economics,3.0,Not mature,Penguin,2014,745,Audiobook,Yes ,North America
Kurukshetra (Hindi Edition),Dinkar,English,Business & Economics,1.0,Not mature,Yearling,2012,365,Audiobook,Yes ,Latin America
War and Peace,Leo Tolstoy,English,Computers,1.0,Not mature,Yearling,1898,254,Audiobook,Yes ,Europe
Grit: The Power of Passion and Perseverance,Angela Duckworth,English,Business & Economics,3.5,Not mature,Penguin,1951,256,Audiobook,Yes ,Europe
Crime and Punishment,Fyodor Dostoevsky,English,Computers,3.0,Not mature,Penguin,1868,354,Audiobook,No,North America
A History of India,Michael H. Fisher,English,Biography ,3.5,Not mature,Psychology Press,1974,644,Audiobook,Yes ,Latin America
Timeless Tales for Kids,E. Nesbit,English,Biography ,4.0,Not mature,Penguin,1884,271,Audiobook,Yes ,North America
Metamorphosis: A BBC Radio 4 Reading,Franz Kafka,English,History,3.5,Not mature,Penguin,2016,32,Audiobook,Yes ,Central America
The Infinite Game: How Great Businesses Achieve Long-lasting Success,Simon Sinek,English,Biography & Autobiography,2.0,Not mature,Oxford University,2010,156,Audiobook,Yes ,North America
I Too Had a Love Story,Ravinder Singh,English,Psychology,3.5,Not mature,IGI Global,2018,307,Audiobook,Yes ,Europe
"Emotional Intelligence, 10th Edition",Daniel Goleman,English,English literature,4.0,Not mature,Oxford University,2010,350,Audiobook,No,North America
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,English,Science,3.5,Not mature,Oxford University,2016,657,Audiobook,Yes ,Asia
Psycho-Cybernetics: Updated and Expanded,Maxwell Maltz,English,Dentistry,3.5,Not mature,Oxford University,2019,780,Audiobook,Yes ,North America
The War of Art,Steven Pressfield,English,Geology,3.5,Not mature,Penguin,1985,874,Audiobook,No ,Oceania
"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan Holiday,English,English literature,4.0,Not mature,Penguin,1993,272,Audiobook,Yes,North America
Death on the Nile: Poirot,Agatha Christie,English,Mathematical ,4.0,Not mature,Penguin,1890,245,Audiobook,No,North America
Breaking the Habit of Being Yourself,Joe Dispenza,English,Business & Economics,1.0,Not mature,SAGE,2011,523,Audiobook,No,Asia
You Can Win,Shiv Khera,English,Computers,3.0,Not mature,SAGE,2002,1254,Audiobook,Yes ,North America
"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand Out From The Crowd",Allan Dib,English,Business & Economics,2.0,Not mature,Cengage Learning ,2004,523,Audiobook,Yes ,Oceania
"The Body Keeps the Score: Mind, Brain and Body in the Transformation of Trauma",Bessel van der Kolk,English,Biography,4.5,Not mature,SIAM,2003,785,Audiobook,No ,Oceania
The Easy Way to Stop Smoking,Allen Carr,English,Mineral industries,3.0,Not mature,SIAM,2004,125,Audiobook,Yes,Latin America
Bad Blood,John Carreyrou,English,Business & Economics,3.5,Not mature,CRC Press,1897,160,Audiobook,No,Latin America
Die Empty: Unleash Your Best Work Every Day,Todd Henry,English,Students,2.5,Not mature,John Wiley & Sons,1890,654,Audiobook,Yes ,Latin America
Your Wish Is My Command: Love in Times of Tinder,Shanaya Taneja,English,Technologists,4.0,Not mature,John Wiley & Sons,1997,351,Audiobook,Yes ,Central America
Learn English with Innovative Language's Proven Language System - Level 3: Beginner English: Beginner English #4,Innovative Language Learning,English,Technologists,4.5,Not mature,John Wiley & Sons,1973,158,Audiobook,Yes ,North America
The Silk Roads: A New History of the World,Peter Frankopan,English,Architecture,5.0,Not mature,Springer,2009,500,Audiobook,Yes ,Latin America
As a Man Thinketh,James Allen,English,History,3.0,Not mature,Springer,1983,694,Audiobook,Yes ,North America
Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,English,Geology,5.0,Not mature,Springer,1865,874,Audiobook,Yes ,North America
Unlearn: 101 Simple Truths for a Better Life,Humble the Poet,English,English literature,3.5,Not mature,Springer,2016,336,Audiobook,Yes ,Latin America
Circe,Madeline Miller,English,English literature,4.5,Not mature,Springer,2016,304,Audiobook,Yes ,Asia
Super Attractor: Methods for Manifesting a Life Beyond Your Wildest Dreams,Gabrielle Bernstein,English,English literature,3.0,Not mature,Courier Corporation,2014,133,Audiobook,Yes ,Latin America
The Five Love Languages: The Secret to Love That Lasts,Gary Chapman,English,Juvenile Fiction,5.0,Not mature,Courier Corporation,2016,303,Audiobook,Yes ,North America
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,English,Medical,2.0,Not mature,Courier Corporation,2010,451,Audiobook,Yes ,Latin America
10 Minutes 38 Seconds in This Strange World,Elif Shafak,English,Biography,3.0,Not mature,Penguin,2016,425,Audiobook,Yes ,Latin America
"Inspired: How to Create Tech Products Customers Love, Second Edition",Marty Cagan,English,Business & Economics,1.0,Not mature,Penguin,2004,288,Audiobook,No,Latin America
Siddhartha (Hindi Edition),Herman Hesse,English,Juvenile Fiction,1.0,Not mature,Aspen Publishers ,2016,528,Audiobook,Yes ,Asia
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,English,Juvenile Fiction,4.0,Not mature,DIA Publishing,2010,447,Audiobook,Yes ,Latin America
The Wellness Sense: A Practical Guide to Your Physical and Emotional Health Based on Ayurvedic and Yogic Wisdom,Om Swami,English,Computers,1.0,Not mature,Wolters Kluwer ,2011,481,Audiobook,Yes ,Latin America
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,English,Business & Economics,3.0,Not mature,Penguin,2003,310,Audiobook,No,Asia
Tribe of Mentors: Short Life Advice from the Best in the World,Tim Ferriss,English,Computers,2.0,Not mature,Penguin,2001,224,Audiobook,Yes ,Latin America
Rise of Kali: Duryodhana's Mahabharata,Anand Neelakantan,English,Biography ,4.5,Not mature,Academic Press,1989,139,Audiobook,No,Latin America
Indian Summer: The Secret History of the End of an Empire,Alex von Tunzelmann,English,Biography ,3.0,Not mature,Cambridge University ,1989,139,Audiobook,Yes ,Asia
Captain Cool: The MS Dhoni Story,Gulu Ezekiel,English,History,3.5,Not mature,Penguin,1909,2296,Audiobook,Yes ,Latin America
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,English,Biography & Autobiography,2.5,Not mature,Penguin,2015,45,Audiobook,Yes ,Latin America
Learn French with Innovative Language's Proven Language System - Level 1: Introduction to French: Introduction French #2,Innovative Language Learning,English,Psychology,4.0,Not mature,Routledge,1995,476,Audiobook,Yes ,Asia
The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime,MJ DeMarco,English,English literature,4.5,Not mature,Holt Paperbacks,1991,476,Audiobook,No,Latin America
"Free Interview: Susie Bright Speaks with Paul Bloom, Author of How Pleasure Works",Paul Bloom,English,Science,5.0,Not mature,Oxford University,2016,23,Audiobook,Yes ,Central America
Seriously...I'm Kidding,Ellen DeGeneres,English,Dentistry,3.0,Not mature,Penguin,1995,15,Audiobook,Yes ,Europe
No Filter: The Inside Story of Instagram,Sarah Frier,English,Geology,5.0,Not mature,Penguin,1997,323,Audiobook,Yes ,Central America
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,English,English literature,3.0,Not mature,Penguin,1931,500,Audiobook,Yes ,North America
"7 Mindsets for Success, Happiness and Fulfilment",Swami Mukundananda,English,Mathematical ,4.5,Not mature,Penguin,2016,528,Audiobook,Yes ,Latin America
Autobiography of a Yogi,Paramhansa Yogananda,English,Business & Economics,3.0,Not mature,Penguin,1998,394,Audiobook,No,Europe
Peppa Pig: Once Upon a Time,Ladybird,English,Computers,5.0,Not mature,Penguin,1986,594,Audiobook,Yes ,Europe
The Great Mental Models: General Thinking Concepts,Shane Parrish,Español,Business & Economics,2.0,Not mature,Harper Collins,1996,586,Audiobook,Yes ,Europe
"Game Changers: What Leaders, Innovators and Mavericks Do to Win at Life",Dave Asprey,Español,Biography,3.0,Not mature,Penguin,1991,2664,Audiobook,No ,Central America
Mossad: The Greatest Missions of the Israeli Secret Service,Michael Bar-Zohar,Español,Mineral industries,1.0,Not mature,Penguin,2012,832,Audiobook,Yes,North America
"Heroes: Mortals and Monsters, Quests and Adventures",Stephen Fry,Español,Business & Economics,1.0,Not mature,Hachette UK,1915,832,Audiobook,No,Latin America
Coronavirus: A Book for Children,Elizabeth Jenner,Español,Students,3.5,Not mature,Penguin,1968,564,Audiobook,No,Europe
Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,Español,Technologists,3.0,Not mature,Scarecrow Press,2019,597,Audiobook,Yes ,Europe
The Handmaid's Tale,Margaret Atwood,Español,Technologists,3.5,Not mature,Ballantine Books,1961,940,Audiobook,Yes ,Europe
Bhartiya Pauranik Kathaein [Indian Mythology],Devdutt Pattanaik,Español,Architecture,4.0,Not mature,Greenwood ,2006,584,Audiobook,No ,Europe
Swami Vivekananda: A Biography,Gautam Ghosh,Español,History,3.5,Not mature,Routledge,2010,356,Audiobook,Yes,Europe
Syahhashiye Aur Anya Kahaniyan [Syllabus and Other Stories],Saadat Hasan Manto,Español,Geology,2.0,Not mature,Henry Holt ,2011,304,Audiobook,No,Europe
Yayaati,Vishnu Sakharam Khandekar,Español,English literature,3.5,Not mature,Author House,2012,536,Audiobook,Yes ,Europe
"The Yugas: Keys to Understanding Our Hidden Past, Emerging Energy Age and Enlightened Future",Joseph Selbie,Español,English literature,4.0,Not mature,Penguin,2006,208,Audiobook,Yes ,Europe
Jeeves & Wooster: The Collected Radio Dramas,P.G. Wodehouse,Español,English literature,3.5,Not mature,Penguin,2009,26,Audiobook,Yes ,Europe
The Yoga Sutras of Patanjali,Sri Swami Satchidananda,Español,English literature,3.5,Not mature,Oxford University,2017,252,Audiobook,Yes ,Europe
"The Most Beloved Children’s Bedtime Stories: 15 Aesop’s Fables for Kids, The Three Little Pigs, Little Red Riding Hood, Goldilocks and the Three Bears, Snow White and the Seven Dwarfs and Many More",Joanna White,Español,Juvenile Fiction,3.5,Not mature,Salem Pr Inc,2011,226,Audiobook,Yes ,Europe
Losing My Virginity,Richard Branson,Español,Juvenile Fiction,4.0,Not mature,BookCaps ,2016,504,Audiobook,Yes ,Europe
The Gita for Children,Roopa Pai,Español,Business & Economics,4.0,Not mature,Penguin,2006,200,Audiobook,Yes ,Europe
The Brain: The Story of You,David Eagleman,Español,History,1.0,Not mature,Penguin,2010,736,Audiobook,Yes ,Europe
HBR's 10 Must Reads on Communication,Harvard Business Review,Español,Juvenile Fiction,3.0,Not mature,Penguin,1997,262,Audiobook,Yes ,Europe
Zak George’s Dog Training Revolution: The Complete Guide to Raising the Perfect Pet with Love,Zak George,Español,Juvenile Fiction,2.0,Not mature,Penguin,1995,528,Audiobook,Yes ,Europe
Matilda: Narrated by Kate Winslet,Roald Dahl,Español,Technologists,4.5,Not mature,Penguin,2016,184,Audiobook,Yes ,Europe
Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,Español,Juvenile Fiction,3.0,Not mature,Penguin,2012,240,Audiobook,Yes ,Europe
Siddhartha,Hermann Hesse,Español,Juvenile Fiction,3.5,Not mature,Penguin,2003,304,Audiobook,No,Europe
The Dutch House,Ann Patchett,Español,Computers,2.5,Not mature,Penguin,1988,175,Audiobook,Yes ,Europe
Dune: Il ciclo di Dune 1,Frank P. Herbert,Español,Juvenile Fiction,4.0,Not mature,Yearling,2010,365,Audiobook,Yes ,Europe
Half Girlfriend,Chetan Bhagat,Español,Juvenile Fiction,4.5,Not mature,Yearling,2001,586,Audiobook,Yes ,Europe
"The First 90 Days, Updated and Expanded: Proven Strategies for Getting Up to Speed Faster and Smarter",Michael Watkins,Español,Psychology,5.0,Not mature,Penguin,1968,66,Audiobook,No,Central America
The Truths We Hold: An American Journey,Kamala Harris,Español,Medical,3.0,Not mature,Penguin,2022,304,Audiobook,Yes ,North America
The Gene: An Intimate History,Siddhartha Mukherjee,Español,Psychology,5.0,Not mature,Psychology Press,1983,448,Audiobook,No,Latin America
You Are the Best Wife: A true love story,Ajay K Pandey,Español,Medical,3.5,Not mature,Penguin,1931,448,Audiobook,Yes ,Europe
The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,Español,Psychology,4.5,Not mature,Penguin,1995,800,Audiobook,Yes ,Europe
This Is Marketing: You Can’t Be Seen Until You Learn to See,Seth Godin,Español,Medical,3.0,Not mature,Oxford University,2006,384,Audiobook,Yes ,Europe
WordMaster,Denis E. Waitley,Español,Fiction,5.0,Not mature,IGI Global,2017,160,Audiobook,Yes ,Europe
I Can't Make This Up: Life Lessons,Neil Strauss - contributor,Español,Science,2.0,Not mature,Oxford University,1998,400,Audiobook,No,Europe
The Audacity of Hope (excerpt),Barack Obama,Español,Juvenile Fiction,3.0,Not mature,Oxford University,2015,426,Audiobook,Yes ,Europe
The Montessori Toddler,Simone Davies,Español,Juvenile Fiction,1.0,Not mature,Oxford University,2011,316,Audiobook,Yes ,Europe
Evolve Your Brain: The Science of Changing Your Mind,Joe Dispenza D.C.,Español,Computers,1.0,Not mature,Penguin,1991,163,Audiobook,Yes ,Europe
A Killer Among Us: One Murder & a Building Full of Suspects,Ushasi Sen Basu,Español,Juvenile Fiction,4.0,Not mature,Penguin,1989,530,Audiobook,Yes ,Europe
Who Moved My Cheese?,Tony Roberts,Español,Juvenile Fiction,1.0,Not mature,Penguin,2012,2416,Audiobook,Yes ,Central America
Rework,Jason Fried,Español,Psychology,3.0,Not mature,Oxford University,1983,188,Audiobook,No,North America
"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",Kevin Horsley,Español,Medical,2.0,Not mature,Oxford University,2011,1746,Audiobook,Yes ,Latin America
1Q84,Haruki Murakami,Español,Psychology,4.5,Not mature,Penguin,2010,207,Audiobook,Yes ,Europe
No Calculator? No Problem!: Mastering Mental Math,Art Benjamin,Español,Medical,3.0,Not mature,Penguin,1996,328,Audiobook,No ,Europe
More of Poirot's Finest Cases: Seven Full-Cast BBC Radio Dramatisations,Agatha Christie,Español,Psychology,3.5,Not mature,Penguin,2009,645,Audiobook,Yes,Oceania
Satyajit Ray Ki Kahaniyan [Stories of Satyajit Ray],Satyajit Rai,Español,Medical,2.5,Not mature,Oxford University,1986,546,Audiobook,No,North America
"The Book of Ichigo Ichie: The Art of Making the Most of Every Moment, the Japanese Way",Francesc Miralles,Español,Fiction,4.0,Not mature,IGI Global,2009,46,Audiobook,No,Asia
HBR's 10 Must Reads on Leadership,Harvard Business Review,Español,Science,4.5,Not mature,Oxford University,2014,704,Audiobook,Yes ,Latin America
The Four Agreements,don Miguel Ruiz,Español,Juvenile Fiction,5.0,Not mature,Oxford University,2004,96,Audiobook,Yes ,North America
